id;name
788;UNIVERSAL ELECTRNCS
789;UNIVERSAL LOGISTICS HOLDINGS
790;UNIVEST FINANCIAL CORPORATION
791;URBAN ONE CL A
792;URBAN ONE CL D
793;URBAN OUTFIT
794;US GLOBAL INVESTORS CLASS A
795;US GOLD
796;US LIME & MINERALS
797;US PHYSICAL THERAPY
798;USANA HEALTH SC
799;UTAH MEDICAL PRODS
800;VALUE LINE INC
801;VANDA PHARMACEUTICALS
802;VAXART
803;VEECO INSTRUMENTS
804;VERICEL
805;VERISIGN
806;VERTEX PHARMACEUTICALS
807;VIASAT
808;VICOR
809;VILLAG BK & TR FNCL
810;VILLAGE SUPERMARKET CLASS A
811;VIRCO MFG CORP
812;VOXX INTERNATIONAL CLASS A
813;VSE
814;WASHINGTON FEDERAL
815;WASHING.TR BANCORP
816;WAYSIDE TECHNOLOGY GROUP
817;WD-40 CO
818;WERNER ENTERPRISES
819;WESBANCO
820;WEST BANCORP
821;WESTAMER BANCORP
822;WESTERN NEW ENGLAND BANCORP
823;WEYCO GROUP INC
824;WILLAMETTE VY VINEYARD
825;WILLDAN GROUP
826;WILLIS LEASE FINANCE
827;WINMARK
828;WINTRUST FINANCIAL
829;WOODWARD
830;WORLD ACCEPTANCE CORPORATION
831;WSFS FINANCIAL COR COM USD0.01
832;WYNN RESORTS
833;XOMA
834;YORK WATER COMPANY
835;ZEBRA TECH -A-
836;ZIONS BANCOR
837;ZUMIEZ
838;1ST BUSINESS FINANCIAL SVCES
839;1ST FINANCIAL IND
840;1ST SOURCE CORP
841;180 DEGREE CAPITAL
842;3-D SYSTEMS
