id;name
1;Boeing
2;Chevron
3;Caterpillar
4;Intel
5;Microsoft
6;Walt Disney
7;Dow
8;Cisco
9;Goldman Sachs
10;JPMorgan
11;Coca-Cola
12;McDonald’s
13;Merck&Co
14;3M
15;Apple
16;Amazon.com
17;Amgen
18;Walmart
19;Home Depot
20;IBM
21;Verizon
22;The Travelers
23;J&J
24;American Express
25;Honeywell
26;Salesforce Inc
27;Visa A
28;UnitedHealth
29;Nike
30;P&G
